Member,Model,Best_C,Best_Class_Weight,Best_Penalty,Best_Solver,CV_Accuracy,CV_Precision,CV_Recall,CV_F1,CV_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC_AUC,TN,FP,FN,TP
Member 01,Logistic Regression,1,balanced,l1,liblinear,0.8142013620369981,0.7289700491837622,0.7933801812527091,0.7598036927534223,0.9007218968752779,0.8126308736075049,0.7293525028859271,0.7857546636517807,0.7565037553064112,0.8991250189849901,12454,2579,1895,6950
